A_air,DELAY,GCD,HeadingDegree,Dep_Hub,Arr_Hub,Weekday,Spring,Summer,Fall,Winter,Dep_congestion,Arr_congestion
123,53,943.813088,13,1,0,1,0,1,0,0,0.62962963,0.222222222
133,6,1065.688198,18,0,1,1,0,0,1,0,0.583333333,1.052631579
68,20,505.175297,8,1,0,1,1,0,0,0,0.84,0.444444444
37,2,185.791842,2,0,0,1,1,0,0,0,0.25,0.388888889
43,12,268.566588,-3,0,0,1,0,0,0,1,0.666666667,0.5625
135,17,989.849845,4,0,0,1,0,0,0,1,1.090909091,0.866666667
127,14,960.346396,-6,1,1,1,0,0,0,1,0.214285714,0.25
77,21,576.897383,3,0,1,1,0,0,0,1,0.68,0.363636364
132,34,960.346396,-6,1,1,1,0,1,0,0,0.555555556,0.625
291,30,2089.329299,-39,1,0,0,0,0,1,0,0.84,0.428571429
115,26,841.089583,7,0,0,1,1,0,0,0,1,0.666666667
59,12,347.632429,6,1,1,1,0,1,0,0,0.8,0.210526316
130,46,920.195546,-7,1,0,1,1,0,0,0,1,0.318181818
129,22,1060.507119,20,1,0,1,1,0,0,0,0.391304348,0.9
159,10,1282.10255,-9,0,0,0,0,1,0,0,0.222222222,0.833333333
79,0,390.388606,5,1,1,1,0,0,1,0,0.470588235,0.6
65,5,394.782984,-7,0,1,1,0,0,1,0,0.666666667,0.666666667
119,11,988.067443,18,0,1,1,0,0,0,1,0.2,0.166666667
225,11,1550.496589,-29,0,1,1,0,0,1,0,0.4,0.8
202,7,1541.888517,25,0,0,1,0,0,1,0,0.882352941,0.375
343,33,2518.463271,-45,0,0,0,0,0,1,0,1.111111111,0.466666667
122,12,871.381354,-15,0,1,0,0,0,1,0,0,0.75
121,22,737.983952,-14,0,1,1,0,0,0,1,0.333333333,0.642857143
211,57,1589.031241,-29,1,0,1,0,0,0,1,0.409090909,1
307,15,2518.463271,-45,0,0,0,1,0,0,0,1.166666667,0.705882353
153,48,1223.650541,21,1,1,0,0,0,1,0,0.8,0.5
93,9,690.933963,0,0,1,1,0,1,0,0,0.230769231,0.739130435
83,10,603.134032,4,1,0,1,1,0,0,0,0.703703704,0.388888889
127,12,1121.11376,12,0,0,1,1,0,0,0,0.8,0.473684211
139,21,989.849845,4,0,1,1,0,0,0,1,0.8,1
105,6,690.933963,0,0,1,1,1,0,0,0,0.363636364,1.125
65,4,486.821961,1,0,1,1,0,1,0,0,0.8,0.1875
197,14,1497.473965,-28,0,1,1,0,1,0,0,0.142857143,0.6
64,12,369.14826,6,0,0,1,1,0,0,0,0.294117647,0.5
144,26,1069.546709,-5,0,0,0,0,1,0,0,1,1
334,9,2414.578371,-48,0,0,0,0,1,0,0,0.818181818,1
339,10,2624.268993,-49,0,0,1,0,0,1,0,0.846153846,0.714285714
54,44,369.14826,6,0,1,1,0,0,0,1,0.043478261,0.464285714
154,14,1112.807978,-7,0,0,1,0,0,1,0,0.8,0.611111111
206,10,1886.742458,35,1,1,1,0,1,0,0,1.083333333,0.034482759
42,24,174.215841,3,0,1,1,0,1,0,0,1.222222222,0.733333333
83,6,523.493625,-10,1,1,1,1,0,0,0,0.789473684,0.375
80,5,543.307075,-6,0,0,1,0,1,0,0,0.4,0.5
74,14,421.962871,-7,0,1,1,0,0,0,1,0.625,0.5
94,10,637.097868,-11,1,1,0,0,0,1,0,0.285714286,0.75
101,14,651.284339,9,0,1,1,0,1,0,0,0.925925926,0.8
83,9,576.897383,3,0,1,1,0,1,0,0,0.28,0.766666667
117,16,908.840734,17,1,1,1,0,0,1,0,0.827586207,0.464285714
120,17,861.040268,-9,0,0,1,0,0,1,0,0.9,0.3
186,8,1282.10255,-9,0,0,0,1,0,0,0,0.166666667,0.722222222
131,5,841.089583,-7,0,0,0,1,0,0,0,0.769230769,0.7
150,7,1183.116994,16,0,0,1,0,0,0,1,0.157894737,0.666666667
68,30,487.219009,1,0,1,1,0,0,1,0,0.444444444,0.789473684
136,30,1035.775052,-9,0,0,1,0,1,0,0,1.285714286,0.1875
80,13,523.493625,-10,1,1,1,0,0,0,1,0.24,0.470588235
208,20,1521.159554,-23,0,1,1,0,1,0,0,0.571428571,0.566666667
70,14,394.782984,-7,0,0,1,0,0,1,0,0.916666667,0.769230769
44,37,218.192866,4,0,1,1,1,0,0,0,0.96,1.111111111
88,39,609.300452,-8,0,1,1,0,0,0,1,0.178571429,0.6
208,6,1456.257438,-27,0,0,1,0,0,1,0,1.333333333,0.466666667
123,31,834.423578,-6,1,0,1,1,0,0,0,1.076923077,0.363636364
238,12,2040.751527,36,1,0,1,0,1,0,0,0.333333333,0.444444444
113,9,884.177395,-14,1,1,1,1,0,0,0,0.275862069,0.588235294
163,17,1456.257438,27,1,1,0,0,1,0,0,0.620689655,0.125
147,14,1202.491246,20,1,0,1,1,0,0,0,1.260869565,0.666666667
122,16,832.59334,-10,0,0,1,1,0,0,0,0.36,0
277,7,2494.611683,44,0,1,1,0,1,0,0,0.5,0.9
134,4,1042.699516,17,0,1,1,0,1,0,0,1,0.625
178,39,1460.23117,25,0,1,1,0,1,0,0,1.2,1.052631579
304,7,2700.614761,51,1,0,0,0,0,1,0,0.923076923,0.625
160,31,1324.755315,11,0,0,1,0,0,0,1,0.130434783,0.1875
33,20,173.11296,2,0,0,1,0,1,0,0,0.777777778,1.25
165,8,1223.650541,-21,1,1,1,0,0,0,1,0.652173913,0.882352941
38,17,267.533473,4,0,1,0,0,1,0,0,0.137931034,0.7
40,13,255.35434,4,0,0,1,1,0,0,0,1.125,0.6
57,6,369.14826,-6,0,1,1,0,0,1,0,0.565217391,1.071428571
158,8,1060.507119,-20,0,1,1,1,0,0,0,1.222222222,0.769230769
61,4,420.795085,6,0,0,1,0,1,0,0,0.444444444,0.875
83,9,621.840567,0,1,0,1,1,0,0,0,0.3,0.1
149,8,1112.807978,7,0,0,1,1,0,0,0,0.6,1.2
47,14,295.111722,4,1,0,1,0,0,1,0,0.866666667,1.111111111
43,32,255.35434,4,0,0,0,0,0,1,0,1.25,0.625
149,15,1042.699516,-17,0,1,0,0,1,0,0,0.1,0.833333333
88,31,690.933963,0,0,0,1,0,1,0,0,0.846153846,0.583333333
154,5,1060.574013,-18,1,0,1,0,0,0,1,0.428571429,0.888888889
85,14,576.897383,-3,1,0,1,1,0,0,0,1,0.714285714
135,17,927.682823,4,0,0,1,0,0,1,0,0.75,0.444444444
197,7,1282.10255,-9,0,0,1,0,0,0,1,0.545454545,0.555555556
53,13,347.632429,6,1,0,0,0,1,0,0,0.888888889,0.222222222
188,5,1497.473965,-28,1,1,1,0,1,0,0,0.222222222,0.666666667
240,9,1769.842435,-31,1,1,0,1,0,0,0,0.444444444,0.733333333
133,8,973.826853,-2,0,1,1,0,1,0,0,0.5,0.933333333
46,11,268.566588,-3,1,1,1,0,0,1,0,0.8,0.333333333
60,49,357.179769,4,0,1,0,0,1,0,0,0.8,0.6875
238,19,1696.761378,-29,0,1,1,0,0,1,0,1,1
350,56,2700.614761,-51,0,1,0,0,1,0,0,0.428571429,1
90,22,629.385447,10,0,0,1,0,1,0,0,0.615384615,0.65
81,11,576.897383,3,0,1,0,0,0,1,0,0.88,0.757575758
273,10,2461.380311,49,0,1,1,0,0,1,0,0.9,0.583333333
108,6,812.418892,5,0,0,0,0,0,1,0,0.333333333,0.444444444
102,7,732.129795,-11,0,0,1,0,0,1,0,0.090909091,0.9
79,7,428.586941,2,0,1,1,0,0,1,0,0.111111111,0.535714286
136,14,943.85173,5,0,1,1,1,0,0,0,0.454545455,0.916666667
176,7,1333.317564,20,0,1,0,0,0,1,0,0.7,0.866666667
248,36,2148.155518,38,1,0,1,0,0,0,1,0.933333333,0.5
236,13,2154.100439,38,1,0,1,1,0,0,0,1.1,0.363636364
230,13,1521.159554,-23,1,1,1,0,0,0,1,0.692307692,0.266666667
302,16,2167.984454,-38,1,1,1,0,0,0,1,0.882352941,0.933333333
173,7,1272.783529,-19,0,1,0,0,0,1,0,0.52173913,0.333333333
238,29,1895.610383,30,1,0,1,0,1,0,0,0.210526316,0.363636364
45,34,268.566588,-3,1,0,1,1,0,0,0,1.066666667,0.727272727
81,7,488.956401,-9,1,0,1,0,1,0,0,1,0.5
160,17,1183.116994,-16,1,0,1,0,0,0,1,0.65,0.066666667
161,18,1545.824818,28,0,1,1,0,0,1,0,1,0.413793103
161,11,1069.546709,-5,0,0,1,0,0,1,0,0.333333333,1.090909091
54,30,299.155133,2,0,0,1,0,0,0,1,0,0.533333333
49,24,267.533473,-4,0,1,1,0,1,0,0,1.105263158,0.482758621
161,11,1456.257438,27,1,1,1,0,0,1,0,0.357142857,0.117647059
245,33,1772.406556,-35,0,0,0,0,0,0,1,0.88,0.583333333
48,1,299.410217,-5,1,0,1,1,0,0,0,0.733333333,0.333333333
257,11,2131.507657,-39,1,1,1,0,0,1,0,0.333333333,0.466666667
79,6,637.097868,11,0,0,0,0,0,0,1,0.230769231,0
78,18,571.590207,10,0,0,1,0,1,0,0,0.821428571,0.631578947
298,5,2182.740648,-36,0,1,0,1,0,0,0,0.555555556,0.625
185,20,1445.171858,-24,1,1,0,0,1,0,0,0.636363636,0.12
143,10,943.813088,-13,0,1,0,1,0,0,0,0.214285714,0.5
51,21,357.179769,4,0,1,1,0,0,0,1,1,1
93,13,690.933963,0,0,1,0,0,0,0,1,0.8,0.75
153,17,1258.858834,24,0,1,1,1,0,0,0,0.266666667,0.892857143
252,4,1895.610383,-30,0,1,1,0,1,0,0,0.105263158,1.1875
60,9,369.14826,6,0,1,1,0,1,0,0,0.25,0.625
131,16,960.346396,6,0,0,1,1,0,0,0,0.8,0.375
162,19,1411.350705,29,0,1,1,0,0,1,0,0.1,0.375
108,12,832.59334,-10,1,0,1,0,0,0,1,0.76,0.642857143
120,33,1033.925949,14,1,0,1,0,0,0,1,0.636363636,0.1
146,18,1112.807978,-7,0,0,1,1,0,0,0,0.7,0.222222222
135,4,1035.775052,9,0,0,0,0,0,0,1,0.125,0.5
298,47,2624.268993,49,0,1,1,1,0,0,0,1.777777778,0.909090909
59,51,347.632429,-6,0,0,0,1,0,0,0,1.066666667,0.764705882
119,7,929.47781,16,1,0,0,1,0,0,0,0.625,0.444444444
91,24,620.091504,-7,0,1,0,0,1,0,0,0,1.0625
156,15,1205.983199,18,1,0,1,1,0,0,0,1.15,0.5
210,14,1786.762313,31,0,0,1,0,1,0,0,1.058823529,0.689655172
132,9,1106.14354,17,1,0,0,1,0,0,0,0.739130435,0.5
87,9,576.897383,3,0,1,0,0,1,0,0,0.888888889,0.741935484
121,10,962.415733,18,1,1,1,0,0,0,1,0.157894737,0.285714286
85,43,576.897383,-3,1,0,1,1,0,0,0,0.851851852,0.5
66,9,394.782984,-7,0,1,0,1,0,0,0,0.583333333,0.75
86,17,603.134032,4,1,0,0,1,0,0,0,0.911764706,0.333333333
41,22,255.35434,4,0,0,1,1,0,0,0,1,1.111111111
141,12,1223.650541,21,0,0,1,0,0,0,1,1.058823529,0.642857143
166,6,1324.755315,11,0,0,1,0,0,0,1,0.590909091,0.25
101,16,737.983952,14,1,0,1,1,0,0,0,0.68,0.7
326,8,2283.673098,-40,1,0,0,0,0,0,1,0.166666667,1
78,5,629.364927,11,0,0,1,0,0,1,0,0.615384615,0.923076923
60,28,388.846635,3,1,0,1,1,0,0,0,0.863636364,0.227272727
212,11,1886.742458,35,1,1,0,0,1,0,0,0.3,0.551724138
126,12,989.849845,-4,1,0,1,0,1,0,0,0.529411765,0.090909091
132,6,964.817638,-15,0,1,1,0,0,1,0,0.1875,0.380952381
41,34,173.11296,2,0,0,1,0,0,0,1,1,0.625
111,25,861.040268,9,0,0,1,0,0,0,1,0.291666667,0.333333333
91,12,620.091504,-7,0,0,1,0,0,0,1,0.466666667,0.470588235
197,11,1460.23117,-25,1,0,1,0,1,0,0,0.76,0.428571429
205,6,1583.865007,-26,0,0,1,0,1,0,0,0.571428571,0.275862069
126,19,956.196441,14,1,0,1,0,1,0,0,0.263157895,0.285714286
149,11,1065.688198,-18,1,0,0,0,0,0,1,0.96,0.615384615
116,33,852.387347,14,1,0,1,0,1,0,0,0.65,0.25
221,7,1886.742458,35,0,1,0,0,0,1,0,0.363636364,0.379310345
132,23,943.813088,-13,0,1,1,0,1,0,0,0.785714286,1.034482759
300,26,2282.194243,-42,0,0,1,0,0,0,1,1.5,0.307692308
138,26,1047.995729,-7,0,0,1,0,1,0,0,1.428571429,0.142857143
301,2,2283.673098,-40,1,0,1,1,0,0,0,1.333333333,0.5
40,7,239.028769,-2,0,1,1,0,0,1,0,0.1,0.333333333
73,14,420.795085,-6,0,0,1,1,0,0,0,0.818181818,1.222222222
123,16,832.59334,-10,1,1,0,1,0,0,0,0.80952381,0.551724138
91,28,737.983952,14,0,0,1,0,0,0,1,0.793103448,0.7
225,4,1772.406556,35,0,0,1,0,1,0,0,0,0.357142857
197,11,1645.838101,31,1,0,0,0,0,1,0,0.714285714,0.75
112,14,927.682823,4,0,1,1,1,0,0,0,0.692307692,0.875
133,19,989.849845,-4,0,0,0,1,0,0,0,0.470588235,1
237,16,1772.406556,-35,0,0,1,0,0,1,0,0.448275862,0.8
100,8,778.17093,11,1,0,1,0,0,1,0,0.724137931,0.777777778
70,15,488.956401,-9,1,0,1,1,0,0,0,0.8,1.157894737
219,12,1645.838101,-31,1,0,0,0,0,0,1,0.307692308,0.133333333
87,11,597.939419,11,1,0,1,0,1,0,0,0.517241379,0.555555556
50,18,299.410217,-5,1,0,1,0,0,1,0,0.533333333,0.666666667
194,12,1593.357952,30,1,1,0,0,1,0,0,0.172413793,0.8
119,32,963.066921,15,0,0,0,0,1,0,0,0.208333333,0.6
55,38,347.632429,6,1,1,1,1,0,0,0,1.3,0.368421053
199,5,1545.824818,-28,0,0,1,1,0,0,0,0.52,0.615384615
69,15,468.377617,8,1,0,1,1,0,0,0,0.48,1
84,13,649.434123,12,1,1,1,0,0,0,1,0.88,0.266666667
169,17,1100.535857,-10,1,0,1,0,0,1,0,0.916666667,0.555555556
144,7,829.627338,-16,0,1,1,0,0,0,1,0.214285714,0.714285714
110,8,908.840734,17,0,0,1,1,0,0,0,0.413793103,0.857142857
129,0,964.817638,-15,0,1,1,0,1,0,0,0.25,0.565217391
160,12,1112.807978,-7,1,0,1,0,1,0,0,0.545454545,0.722222222
315,20,2332.717486,-42,1,0,1,0,0,0,1,1.0625,0.615384615
146,30,1112.807978,-7,0,0,0,1,0,0,0,0.7,0.388888889
175,13,1460.23117,25,0,1,0,1,0,0,0,0.363636364,0.4
133,18,908.840734,-17,1,1,1,1,0,0,0,0.642857143,0.7
316,39,2565.527733,42,0,0,0,0,1,0,0,1.181818182,0.5
137,19,876.071914,-15,1,1,0,0,0,1,0,0.454545455,0.9
176,10,1324.755315,-11,0,0,1,0,0,0,1,0.125,0.214285714
119,14,999.833697,17,1,1,1,0,0,1,0,0.636363636,0.368421053
89,18,732.129795,11,0,1,1,0,1,0,0,1,0.8125
82,11,609.300452,-8,1,0,0,0,0,1,0,0.586206897,0.052631579
131,9,927.682823,4,0,0,0,0,0,1,0,0.461538462,0.777777778
62,21,420.795085,6,1,0,1,0,1,0,0,0.894736842,0.777777778
123,48,988.067443,-18,0,0,1,0,0,1,0,0.310344828,0.846153846
150,12,1093.062754,6,0,1,1,1,0,0,0,0.2,0.4
267,43,2348.475846,38,1,0,1,1,0,0,0,1.1875,0.388888889
145,1,1258.745502,20,0,0,1,0,0,0,1,1.166666667,0.416666667
357,43,2518.463271,-45,0,0,1,1,0,0,0,1,0.8125
79,4,623.223317,7,0,1,1,0,0,0,1,0.517241379,0.206896552
292,10,2616.005634,47,0,0,0,1,0,0,0,0.75,0.75
231,38,1756.535367,-32,0,0,1,0,0,0,1,0.05,0.411764706
44,5,239.028769,2,0,1,1,0,0,0,1,0.181818182,0.5
84,9,690.478391,7,0,0,1,1,0,0,0,0,0.3125
116,15,832.59334,-10,1,1,1,1,0,0,0,0.92,0.290322581
87,21,629.385447,10,0,0,1,1,0,0,0,0.923076923,0.6
260,55,1786.762313,-31,1,1,1,0,0,0,1,1.363636364,0.588235294
280,20,2461.380311,49,0,0,0,0,0,1,0,0.8,0.2
227,17,1786.762313,-31,1,1,1,0,1,0,0,0.535714286,1
129,11,920.195546,-7,1,0,1,1,0,0,0,1,0.3125
282,36,2322.760467,-38,0,0,0,0,1,0,0,0.692307692,0.8125
205,9,1497.473965,-28,1,1,1,0,0,1,0,0.555555556,0.1
55,17,357.179769,4,0,0,0,0,0,0,1,0.692307692,0.625
306,18,2443.223163,-45,0,0,1,1,0,0,0,0.416666667,0.714285714
140,13,1118.837186,-10,0,0,1,0,1,0,0,0.357142857,0.15
77,26,539.094314,-10,0,0,0,0,1,0,0,0.9,0.777777778
188,46,1735.290792,33,1,0,1,0,1,0,0,0.357142857,0.875
130,7,946.311628,-8,0,0,1,0,0,1,0,0.8,0.1875
156,14,1223.650541,-21,1,1,1,0,1,0,0,0.96,0.647058824
153,18,1111.110824,-7,0,0,1,1,0,0,0,0.166666667,0.142857143
295,57,2184.79347,-40,1,0,1,0,0,0,1,0.666666667,0.846153846
150,38,956.196441,-14,1,0,1,0,0,0,1,1.043478261,0.6875
153,21,1119.647562,21,0,1,0,1,0,0,0,0.285714286,0.65
127,11,942.919725,17,1,0,1,1,0,0,0,0.391304348,0.333333333
53,47,317.942589,-5,1,0,1,0,0,1,0,0.592592593,0.083333333
203,14,1819.810735,34,1,0,1,0,0,0,1,0.736842105,0.333333333
302,5,2624.268993,49,0,0,1,1,0,0,0,0.5,0.75
83,46,707.170628,11,0,1,1,0,0,0,1,0.45,0.696969697
84,9,523.519563,-7,0,1,1,1,0,0,0,1.285714286,0.866666667
238,50,1675.753303,-25,1,0,1,1,0,0,0,0.8,0.818181818
277,24,2414.578371,48,0,0,0,1,0,0,0,0.777777778,0.5
204,11,1772.406556,35,0,1,1,0,1,0,0,0.8,0.821428571
107,23,778.17093,11,1,1,1,1,0,0,0,0.766666667,1
61,10,351.782544,4,0,1,1,0,0,1,0,0.583333333,0.35
139,11,989.849845,4,0,1,0,1,0,0,0,1,0.705882353
231,27,1786.762313,-31,1,1,1,0,0,1,0,0.8,1.125
123,13,908.840734,-17,1,0,0,0,1,0,0,0.72,0.892857143
52,18,353.609633,4,1,0,1,0,0,1,0,1.25,0.333333333
49,20,268.566588,3,0,1,1,0,1,0,0,0.166666667,0.611111111
44,6,268.566588,3,0,1,1,0,1,0,0,0.666666667,1
110,4,898.49101,6,0,1,0,0,0,1,0,0.3125,0.777777778
205,20,1767.800732,30,0,1,1,0,1,0,0,0.666666667,1.035714286
143,8,1258.745502,20,0,1,1,0,0,0,1,0.166666667,0.555555556
236,14,1675.753303,-25,1,0,1,1,0,0,0,0.636363636,0.818181818
109,15,861.040268,9,1,1,0,0,0,0,1,0.071428571,0.458333333
138,10,1119.647562,21,1,0,1,0,0,1,0,0.896551724,0.166666667
258,12,1961.40438,-34,1,0,0,0,0,1,0,0.24137931,1
40,0,268.566588,3,0,0,1,0,1,0,0,0.764705882,0.818181818
275,15,1895.610383,-30,0,1,1,1,0,0,0,1,0.5625
129,26,1027.212361,-6,1,0,1,0,1,0,0,0.818181818,0.214285714
191,23,1767.800732,30,0,1,1,0,0,1,0,0,1.125
62,7,431.45735,-2,0,1,0,0,1,0,0,0.307692308,0.566666667
167,18,1394.176857,23,1,0,0,0,0,1,0,0.260869565,0.8
85,12,609.300452,-8,0,1,0,0,0,0,1,0.035714286,0.166666667
37,28,255.35434,4,0,0,1,1,0,0,0,0.571428571,1
233,7,1835.640263,-30,0,1,0,0,1,0,0,0.25,0.842105263
59,4,369.14826,6,0,1,1,1,0,0,0,0.5,0.75
44,29,218.192866,4,1,0,1,0,0,0,1,0.64,0.333333333
85,14,540.032558,4,1,0,1,0,0,0,1,0.259259259,0.384615385
55,35,357.179769,4,1,1,1,0,1,0,0,0.307692308,1.285714286
58,18,357.179769,4,0,0,0,0,0,1,0,0.583333333,0.8
58,10,347.632429,-6,0,0,1,0,0,1,0,0.533333333,1.125
83,5,637.097868,11,1,1,1,0,0,0,1,0.666666667,0.541666667
52,8,357.179769,4,1,1,1,0,0,1,0,0.923076923,0.764705882
253,39,2348.475846,38,1,0,1,0,0,1,0,0.5625,0.944444444
161,19,1386.948064,23,1,1,1,0,1,0,0,0.705882353,0.1
91,19,515.997077,-7,0,1,1,1,0,0,0,0.9,0.952380952
345,30,2624.268993,-49,1,0,1,0,1,0,0,0.777777778,1
46,7,268.566588,3,0,1,1,1,0,0,0,0.666666667,0.842105263
78,27,609.300452,-8,0,1,0,0,0,1,0,0.333333333,0.636363636
61,10,379.434596,7,0,1,1,0,0,0,1,0.368421053,0.8
94,37,624.238161,-1,1,1,1,0,0,0,1,0.176470588,0.807692308
253,13,2201.081715,39,0,1,1,1,0,0,0,0.266666667,0.466666667
88,18,651.284339,-9,0,1,1,0,0,1,0,0.8,0.424242424
172,12,1394.176857,23,0,1,1,0,0,1,0,0.130434783,0.9
124,56,941.642563,-15,0,1,1,0,1,0,0,0.461538462,0.65
52,13,357.179769,-4,1,0,1,0,1,0,0,0.722222222,0.538461538
131,9,901.207502,-9,1,1,1,1,0,0,0,0.518518519,0.357142857
37,-3,185.791842,2,0,0,1,0,0,1,0,0.125,0.055555556
246,33,1961.40438,-34,1,0,1,0,1,0,0,1.111111111,0.8
48,9,255.35434,4,0,1,1,1,0,0,0,0.416666667,0.466666667
138,32,1106.14354,17,1,0,1,0,0,0,1,0.782608696,0.571428571
54,12,347.632429,6,0,1,1,1,0,0,0,0.555555556,0.736842105
295,7,2518.463271,45,1,1,1,1,0,0,0,0.470588235,1.222222222
260,11,1855.22985,-35,1,0,0,0,1,0,0,0.888888889,0.411764706
338,24,2416.374329,-43,1,1,0,1,0,0,0,1,0.647058824
208,11,1617.638329,-28,1,0,1,0,1,0,0,0.777777778,0.315789474
256,11,2029.878363,-33,0,1,1,0,1,0,0,0.625,0.333333333
137,12,973.826853,2,1,0,1,0,0,1,0,0.6,0.227272727
55,9,299.410217,5,0,1,0,0,1,0,0,0.666666667,0.473684211
60,31,420.795085,6,0,0,1,1,0,0,0,0.857142857,0.533333333
53,19,218.192866,-4,0,1,1,1,0,0,0,0.4,0.892857143
247,10,2184.79347,40,0,1,1,0,0,1,0,0.5,0.416666667
141,13,1258.745502,20,0,1,1,1,0,0,0,0.2,0.222222222
174,8,1106.14354,-17,0,1,1,1,0,0,0,0.846153846,1.04
101,7,812.418892,5,1,1,1,1,0,0,0,0.578947368,0.555555556
69,14,571.590207,10,1,1,0,0,0,0,1,0.607142857,0.333333333
64,4,420.795085,6,1,0,1,1,0,0,0,1,0.6
143,14,1118.565985,3,1,0,1,1,0,0,0,0.64,0.307692308
183,18,1445.171858,24,1,0,0,0,0,1,0,0.739130435,1
251,4,2089.329299,39,0,1,1,0,0,0,1,0.363636364,0.666666667
89,40,603.134032,-4,0,1,0,0,0,0,1,0.533333333,0.516129032
215,33,1786.762313,-31,1,1,1,0,1,0,0,1,0.823529412
233,13,1786.762313,-31,1,0,1,0,0,1,0,0.666666667,0.9375
346,19,2518.463271,-45,0,0,1,0,0,0,1,0.714285714,0.933333333
44,25,268.566588,3,1,0,1,0,0,0,1,0.866666667,0.466666667
179,9,1386.948064,-23,0,1,0,0,0,1,0,0.285714286,0.875
259,17,1986.855783,-35,0,1,0,0,0,0,1,1,0.611111111
76,15,476.750766,-6,1,0,1,0,1,0,0,0.6,0.913043478
197,12,1445.171858,-24,0,1,1,0,0,0,1,1.1,0.5
289,27,2154.100439,-38,1,0,1,0,0,1,0,1,0.692307692
66,55,394.782984,-7,0,1,0,0,1,0,0,0.583333333,1
41,12,255.35434,4,0,0,0,0,0,0,1,1,0.8
41,11,255.35434,4,0,0,0,0,1,0,0,1,0.625
135,14,988.067443,-18,1,0,1,0,0,0,1,0.6875,0.615384615
316,11,2336.059246,-41,1,0,1,1,0,0,0,0.555555556,1
97,21,690.478391,-7,0,0,1,0,1,0,0,0,0.2
110,13,829.627338,16,1,0,1,0,0,1,0,0.5,0.266666667
212,8,1589.031241,-29,0,0,1,0,0,1,0,0.8125,0.692307692
86,4,620.091504,7,1,0,1,0,1,0,0,0.411764706,0.176470588
206,14,1961.40438,34,1,1,1,0,0,0,1,0.823529412,0.606060606
273,14,2465.61664,44,1,1,1,0,0,0,1,0.647058824,0.4
44,9,268.566588,-3,1,0,1,0,0,0,1,0.733333333,0.230769231
183,11,1497.473965,28,1,1,1,0,0,1,0,0.541666667,0.714285714
134,10,943.85173,5,0,0,1,1,0,0,0,0.583333333,0.4
69,14,394.782984,-7,0,1,1,0,0,0,1,0.666666667,0.769230769
134,15,685.849277,-13,1,1,1,1,0,0,0,1.2,0.517241379
65,9,388.846635,-3,0,0,0,1,0,0,0,0.421052632,0.76
134,10,989.849845,-4,0,0,1,0,1,0,0,0.8,0.6
294,29,2624.268993,49,0,0,1,0,1,0,0,0.727272727,0.818181818
58,32,420.795085,6,0,0,1,1,0,0,0,0.666666667,0.733333333
105,16,812.418892,-5,1,1,0,0,0,1,0,0.222222222,0.428571429
136,6,1100.535857,10,0,1,1,0,0,0,1,0.4,0.833333333
131,15,908.840734,-17,1,1,1,1,0,0,0,0.285714286,0.633333333
278,39,2389.742192,42,0,1,0,0,0,0,1,0.666666667,1.266666667
263,11,2534.10135,47,1,0,1,0,0,0,1,1,0.2
154,9,1027.212361,6,0,0,1,0,0,1,0,0.538461538,1
222,9,1675.753303,-25,0,0,1,0,0,1,0,0.260869565,1.111111111
52,3,265.912564,-3,0,1,1,0,0,1,0,0,0.1
140,17,989.849845,4,0,0,1,0,0,0,1,0.727272727,0.882352941
129,27,1060.574013,18,0,0,1,1,0,0,0,0.8,0.266666667
114,28,884.177395,-14,1,1,1,1,0,0,0,0.958333333,1.0625
109,14,778.17093,11,1,0,1,0,1,0,0,0.851851852,0.9
104,42,735.602365,-10,0,1,1,0,1,0,0,0.7,0.757575758
132,17,901.207502,-9,1,1,1,0,0,1,0,0.703703704,0.411764706
142,13,956.196441,-14,0,1,1,1,0,0,0,0.217391304,0.25
87,17,540.032558,4,1,0,0,0,1,0,0,0.583333333,0.4
164,10,1189.249182,-20,1,0,1,1,0,0,0,0.7,0.333333333
340,23,2465.61664,-44,1,1,1,1,0,0,0,1.1,1.117647059
97,17,737.983952,14,0,0,1,1,0,0,0,0.6,0.9
116,10,841.089583,7,0,1,1,1,0,0,0,0.8,0.333333333
163,36,1223.650541,21,1,1,1,0,1,0,0,0.764705882,0.413793103
176,12,1521.159554,23,1,1,0,0,0,0,1,1.05,0.454545455
137,2,908.840734,-17,1,1,0,0,0,0,1,0.76,0.586206897
128,24,941.642563,-15,0,1,0,0,0,1,0,0.461538462,0.85
146,35,1112.807978,7,0,1,0,1,0,0,0,0.615384615,1.181818182
321,19,2518.463271,-45,0,0,1,0,1,0,0,0.923076923,0.866666667
263,17,1961.40438,-34,1,1,1,0,0,0,1,0.518518519,1.2
124,31,737.983952,-14,1,1,1,0,0,1,0,0.222222222,1.071428571
123,6,929.47781,-16,0,1,1,0,0,1,0,0.75,0.588235294
110,9,813.596649,5,0,0,1,0,1,0,0,0.3125,0.875
285,35,2203.538884,-38,1,0,1,1,0,0,0,0.888888889,0.777777778
44,13,141.657021,2,0,0,1,0,0,0,1,0.375,0.769230769
58,9,388.846635,-3,0,1,1,1,0,0,0,0.166666667,0.222222222
255,10,1886.742458,-35,1,1,0,0,0,0,1,0.344827586,0.5
217,15,1786.762313,31,1,1,1,0,1,0,0,0.75,0.357142857
117,20,856.955197,-4,1,0,1,0,1,0,0,0.136363636,0.75862069
106,14,778.17093,11,1,1,1,1,0,0,0,0.407407407,0.4
39,36,173.11296,2,0,0,1,0,0,0,1,0.666666667,0.666666667
